Rented Bike Count,Hour,Temperature(°C),Wind speed (m/s),Visibility (10m),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,Day,Month
23.57965224510319,17,0.8,0.9555114450274363,1.0,0.0769610411361284,0.0,0.0,4,0,1,1,12
29.376861643136763,18,0.6,0.8754687373538999,1.0,0.0,0.0,0.0,4,0,1,1,12
24.515301344262525,19,0.0,0.9932517730102834,1.0,0.0,0.0,0.0,4,0,1,1,12
20.663978319771825,20,-0.3,0.9162907318741551,9.38083151964686,0.0,0.0,0.0,4,0,1,1,12
20.149441679609886,21,-0.8,0.5877866649021191,17.72004514666935,0.0,0.0,0.0,4,0,1,1,12
19.974984355438178,22,-0.9,0.9162907318741551,24.919871588754223,0.0,0.0,0.0,4,0,1,1,12
18.0,23,-1.3,0.6931471805599453,27.129319932501073,0.0,0.0,0.0,4,0,1,1,12
18.138357147217054,0,-1.8,0.7419373447293773,31.73326330524486,0.0,0.0,0.0,4,0,1,2,12
17.578395831246947,1,-2.2,0.47000362924573563,31.796226191169293,0.0,0.0,0.0,4,0,1,2,12
16.217274740226856,2,-2.9,0.9162907318741551,27.294688127912362,0.0,0.0,0.0,4,0,1,2,12
12.96148139681572,3,-3.5,1.1631508098056809,27.92848008753788,0.0,0.0,0.0,4,0,1,2,12
9.486832980505138,4,-3.8,1.0986122886681098,28.879058156387302,0.0,0.0,0.0,4,0,1,2,12
8.94427190999916,5,-4.0,0.9162907318741551,28.26658805020514,0.0,0.0,0.0,4,0,1,2,12
8.426149773176359,6,-4.3,1.1314021114911006,28.687976575562104,0.0,0.0,0.0,4,0,1,2,12
12.12435565298214,7,-4.4,1.252762968495368,26.92582403567252,0.0,0.0,0.0,4,0,1,2,12
14.832396974191326,8,-4.2,1.1314021114911006,23.769728648009426,0.009950330853168092,0.0,0.0,4,0,1,2,12
18.138357147217054,9,-2.9,0.9555114450274363,22.67156809750927,0.26236426446749106,0.0,0.0,4,0,1,2,12
18.303005217723125,10,-0.4,0.9555114450274363,26.30589287593181,0.5877866649021191,0.0,0.0,4,0,1,2,12
19.72308292331602,11,1.9,1.0296194171811581,24.392621835300936,0.6931471805599453,0.0,0.0,4,0,1,2,12
21.908902300206645,12,4.3,0.8329091229351039,18.303005217723125,0.7371640659767196,0.0,0.0,4,0,1,2,12
24.63736998950984,13,6.0,1.0296194171811581,14.866068747318506,0.7514160886839212,0.0,0.0,4,0,1,2,12
24.73863375370596,14,7.3,0.8329091229351039,6.782329983125268,0.688134638736401,0.0,0.0,4,0,1,2,12
24.289915602982237,15,7.6,1.1939224684724346,6.928203230275509,0.5538851132264376,0.0,0.0,4,0,1,2,12
24.879710609249457,16,6.4,1.2809338454620642,7.483314773547883,0.19885085874516517,0.0,0.0,4,0,1,2,12
23.93741840717165,17,6.0,1.252762968495368,10.488088481701515,0.058268908123975824,0.0,0.0,4,0,1,2,12
22.135943621178654,18,5.5,0.9162907318741551,17.435595774162696,0.0,0.0,0.0,4,0,1,2,12
19.6468827043885,19,5.0,1.1939224684724346,18.303005217723125,0.0,0.0,0.0,4,0,1,2,12
18.973665961010276,20,4.6,0.7884573603642703,20.396078054371138,0.0,0.0,0.0,4,0,1,2,12
19.44222209522358,21,4.1,0.7884573603642703,23.515952032609693,0.0,0.0,0.0,4,0,1,2,12
18.841443681416774,22,3.5,0.9162907318741551,23.558437978779494,0.0,0.0,0.0,4,0,1,2,12
19.157244060668017,23,4.0,0.6931471805599453,25.475478405713993,0.0,0.0,0.0,4,0,1,2,12
18.520259177452136,0,4.0,0.8754687373538999,26.551836094703507,0.0,0.0,0.0,4,0,1,3,12
15.0996688705415,1,3.9,0.9932517730102834,38.93584466786357,0.0,0.0,0.0,4,0,1,3,12
15.132745950421556,2,3.3,0.8754687373538999,34.219877264537345,0.0,0.0,0.0,4,0,1,3,12
10.862780491200215,3,3.4,0.9555114450274363,31.464265445104548,0.0,0.4054651081081644,0.0,4,0,1,3,12
8.774964387392123,4,3.5,0.6931471805599453,30.675723300355934,0.0,0.0,0.0,4,0,1,3,12
5.744562646538029,5,3.9,1.0647107369924282,32.96968304366907,0.0,0.0,0.0,4,0,1,3,12
3.7416573867739413,6,3.4,1.252762968495368,41.50903516103452,0.0,0.6931471805599453,0.0,4,0,1,3,12
4.795831523312719,7,3.1,0.7884573603642703,43.266615305567875,0.0,0.0,0.0,4,0,1,3,12
9.273618495495704,8,3.2,1.0296194171811581,41.916583830269374,0.0,0.0,0.0,4,0,1,3,12
12.36931687685298,9,3.5,1.0296194171811581,42.07136793592526,0.01980262729617973,1.252762968495368,0.0,4,0,1,3,12
14.177446878757825,10,4.4,1.1631508098056809,41.7612260356422,0.2151113796169455,0.0,0.0,4,0,1,3,12
16.55294535724685,11,5.1,0.8754687373538999,40.98780306383839,0.22314355131420976,0.0,0.0,4,0,1,3,12
18.275666882497067,12,5.8,0.9932517730102834,40.64480286580315,0.3576744442718159,0.0,0.0,4,0,1,3,12
22.271057451320086,13,6.8,1.0647107369924282,40.13726448077895,0.47000362924573563,0.0,0.0,4,0,1,3,12
23.748684174075834,14,7.6,0.7884573603642703,39.736632972611055,0.5247285289349821,0.0,0.0,4,0,1,3,12
24.939927826679853,15,8.0,0.9555114450274363,39.59797974644666,0.4252677354043441,0.0,0.0,4,0,1,3,12
24.474476501040833,16,7.6,0.9555114450274363,40.024992192379,0.1823215567939546,0.0,0.0,4,0,1,3,12
23.366642891095847,17,6.7,0.9162907318741551,40.53393639902249,0.04879016416943205,0.0,0.0,4,0,1,3,12
21.071307505705477,18,6.0,1.0647107369924282,40.91454509095757,0.0,0.0,0.0,4,0,1,3,12
20.566963801203133,19,5.7,0.9932517730102834,41.13392760240627,0.0,0.0,0.0,4,0,1,3,12
19.949937343260004,20,5.2,0.8754687373538999,41.80908992073375,0.0,0.0,0.0,4,0,1,3,12
19.6468827043885,21,4.7,0.7884573603642703,41.88078318274385,0.0,0.0,0.0,4,0,1,3,12
18.734993995195193,22,4.3,1.0296194171811581,42.42640687119285,0.0,0.0,0.0,4,0,1,3,12
17.435595774162696,23,3.9,0.8329091229351039,42.50882261366456,0.0,0.0,0.0,4,0,1,3,12
16.911534525287763,0,4.2,0.47000362924573563,42.24926034855522,0.0,0.0,0.0,4,0,1,4,12
13.674794331177344,1,4.3,0.4054651081081644,42.190046219457976,0.0,0.0,0.0,4,0,1,4,12
10.63014581273465,2,4.4,1.0296194171811581,42.35563716909474,0.0,0.0,0.0,4,0,1,4,12
8.12403840463596,3,3.6,1.1939224684724346,42.36744032862972,0.0,0.0,0.0,4,0,1,4,12
6.48074069840786,4,2.8,0.9162907318741551,43.255057507764334,0.0,0.0,0.0,4,0,1,4,12
9.1104335791443,5,2.0,1.308332819650179,41.80908992073375,0.0,0.0,0.0,4,0,1,4,12
14.177446878757825,6,1.2,1.547562508716013,40.3732584763727,0.0,0.09531017980432493,0.0,4,0,1,4,12
22.338307903688676,7,0.2,1.4816045409242156,36.0416425818802,0.0,0.0,0.0,4,0,1,4,12
30.62678566222711,8,-0.8,1.5040773967762742,32.357379374726875,0.009950330853168092,0.0,0.0,4,0,1,4,12
22.58317958127243,9,-1.5,1.6486586255873816,10.63014581273465,0.19885085874516517,0.0,0.0,4,0,1,4,12
17.663521732655695,10,-1.1,1.6863989535702286,1.0,0.4946962418361071,0.0,0.0,4,0,1,4,12
19.493588689617926,11,-0.5,1.62924053973028,14.212670403551895,0.6626879730752367,0.0,0.0,4,0,1,4,12
19.849433241279208,12,-0.3,1.6863989535702286,13.341664064126334,0.7466879474879753,0.0,0.0,4,0,1,4,12
19.79898987322333,13,0.0,1.6863989535702286,7.937253933193772,0.7747271675523681,0.0,0.0,4,0,1,4,12
18.411952639521967,14,0.1,1.6863989535702286,1.0,0.7371640659767196,0.0,0.0,4,0,1,4,12
18.49324200890693,15,-0.1,1.6863989535702286,1.0,0.6312717768418578,0.0,0.0,4,0,1,4,12
19.390719429665317,16,-0.2,1.6863989535702286,1.0,0.4382549309311553,0.0,0.0,4,0,1,4,12
22.715633383201094,17,-1.3,1.6863989535702286,1.0,0.16551443847757333,0.0,0.0,4,0,1,4,12
28.42534080710379,18,-2.1,1.589235205116581,1.0,0.0,0.0,0.0,4,0,1,4,12
23.853720883753127,19,-2.9,1.4350845252893227,1.0,0.0,0.0,0.0,4,0,1,4,12
19.974984355438178,20,-3.6,1.3862943611198906,1.0,0.0,0.0,0.0,4,0,1,4,12
19.949937343260004,21,-4.6,1.6863989535702286,1.0,0.0,0.0,0.0,4,0,1,4,12
18.81488772222678,22,-5.3,1.252762968495368,1.0,0.0,0.0,0.0,4,0,1,4,12
15.7797338380595,23,-5.8,1.2237754316221157,1.0,0.0,0.0,0.0,4,0,1,4,12
14.730919862656235,0,-6.1,1.2809338454620642,1.0,0.0,0.0,0.0,4,0,1,5,12
14.106735979665885,1,-6.5,1.33500106673234,1.0,0.0,0.0,0.0,4,0,1,5,12
11.180339887498949,2,-6.8,1.252762968495368,1.0,0.0,0.0,0.0,4,0,1,5,12
7.937253933193772,3,-6.9,1.0986122886681098,1.0,0.0,0.0,0.0,4,0,1,5,12
6.557438524302,4,-7.2,1.3862943611198906,1.0,0.0,0.0,0.0,4,0,1,5,12
9.1104335791443,5,-7.4,1.2809338454620642,1.0,0.0,0.0,0.0,4,0,1,5,12
13.152946437965905,6,-7.4,1.4350845252893227,1.0,0.0,0.0,0.0,4,0,1,5,12
19.544820285692065,7,-7.5,1.1631508098056809,1.0,0.0,0.0,0.0,4,0,1,5,12
28.513154858766505,8,-8.1,0.9555114450274363,1.0,0.009950330853168092,0.0,0.0,4,0,1,5,12
21.517434791350013,9,-7.6,0.8329091229351039,5.196152422706632,0.1906203596086497,0.0,0.0,4,0,1,5,12
16.431676725154983,10,-5.5,1.33500106673234,5.830951894845301,0.4946962418361071,0.0,0.0,4,0,1,5,12
18.303005217723125,11,-3.9,0.0,6.48074069840786,0.0,0.0,0.0,4,0,1,5,12
17.944358444926362,12,-2.3,0.0,6.244997998398398,0.0,0.0,0.0,4,0,1,5,12
18.05547008526779,13,-1.6,0.0,6.782329983125268,0.0,0.0,0.0,4,0,1,5,12
18.303005217723125,14,-1.1,0.0,1.0,0.0,0.0,0.0,4,0,1,5,12
18.81488772222678,15,-0.7,0.0,1.0,0.0,0.0,0.0,4,0,1,5,12
20.8806130178211,16,-0.5,0.0,1.0,0.0,0.0,0.0,4,0,1,5,12
23.021728866442675,17,-1.6,0.0,1.0,0.0,0.0,0.0,4,0,1,5,12
28.106938645110393,18,-2.6,0.0,1.0,0.0,0.0,0.0,4,0,1,5,12
24.454038521274967,19,-3.2,0.0,1.0,0.0,0.0,0.0,4,0,1,5,12
20.46948949045872,20,-3.5,0.0,1.0,0.0,0.0,0.0,4,0,1,5,12
20.396078054371138,21,-3.7,0.0,1.0,0.0,0.0,0.0,4,0,1,5,12
19.849433241279208,22,-2.8,0.0,1.0,0.0,0.0,0.0,4,0,1,5,12
15.652475842498529,23,-2.5,0.0,28.124722220850465,0.0,0.0,0.0,4,0,1,5,12
12.083045973594572,0,-2.8,0.0,40.8656334834051,0.0,0.09531017980432493,0.09531017980432493,4,0,1,6,12
12.041594578792296,1,-3.0,0.0,41.32795663954365,0.0,0.0,0.26236426446749106,4,0,1,6,12
10.862780491200215,2,-3.0,0.0,11.789826122551595,0.0,0.0,0.3364722366212129,4,0,1,6,12
8.888194417315589,3,-3.2,0.0,13.892443989449804,0.0,0.1823215567939546,0.3364722366212129,4,0,1,6,12
7.681145747868608,4,-3.4,0.0,4.358898943540674,0.0,0.0,0.3364722366212129,4,0,1,6,12
9.38083151964686,5,-3.6,0.0,8.18535277187245,0.0,0.0,0.3364722366212129,4,0,1,6,12
11.958260743101398,6,-3.7,0.0,11.704699910719626,0.0,0.0,0.3364722366212129,4,0,1,6,12
19.493588689617926,7,-4.2,0.0,16.1245154965971,0.0,0.0,0.26236426446749106,4,0,1,6,12
28.337254630609507,8,-4.2,0.0,21.97726097583591,0.009950330853168092,0.0,0.1823215567939546,4,0,1,6,12
21.0,9,-3.3,0.0,26.019223662515376,0.22314355131420976,0.0,0.1823215567939546,4,0,1,6,12
17.549928774784245,10,-0.9,0.0,27.874719729532707,0.4885800148186709,0.0,0.1823215567939546,4,0,1,6,12
19.544820285692065,11,1.6,0.7884573603642703,27.202941017470888,0.6575200029167942,0.0,0.0,4,0,1,6,12
20.149441679609886,12,2.4,0.6418538861723947,27.874719729532707,0.7323678937132266,0.0,0.0,4,0,1,6,12
21.047565179849187,13,4.2,0.7419373447293773,23.065125189341593,0.7419373447293773,0.0,0.0,4,0,1,6,12
20.42057785666214,14,5.5,0.6931471805599453,5.916079783099616,0.6729444732424258,0.0,0.0,4,0,1,6,12
20.322401432901575,15,5.5,1.410986973710262,5.744562646538029,0.5423242908253617,0.0,0.0,4,0,1,6,12
22.293496809607955,16,5.3,1.3609765531356006,1.0,0.30748469974796055,0.0,0.0,4,0,1,6,12
15.491933384829668,17,4.1,1.252762968495368,20.8806130178211,0.09531017980432493,0.0,0.0,4,0,1,6,12
14.317821063276353,18,1.7,0.6931471805599453,43.98863489584554,0.0,0.26236426446749106,0.26236426446749106,4,0,1,6,12
14.352700094407323,19,1.2,0.5306282510621704,42.67317658670374,0.0,0.0,0.6931471805599453,4,0,1,6,12
13.820274961085254,20,1.2,0.47000362924573563,42.1070065428546,0.0,0.0,0.6931471805599453,4,0,1,6,12
12.884098726725126,21,1.1,0.4054651081081644,42.02380277890139,0.0,0.5306282510621704,0.6931471805599453,4,0,1,6,12
14.933184523068078,22,1.3,0.47000362924573563,42.04759208325728,0.0,0.0,0.6931471805599453,4,0,1,6,12
13.92838827718412,23,1.3,0.47000362924573563,42.33202097703345,0.0,0.0,0.6931471805599453,4,0,1,6,12
14.106735979665885,0,1.4,0.4054651081081644,41.96427051671457,0.0,0.0,0.6418538861723947,4,0,1,7,12
14.798648586948742,1,1.5,0.3364722366212129,42.118879377305376,0.0,0.0,0.6418538861723947,4,0,1,7,12
12.24744871391589,2,1.4,0.5306282510621704,42.81354925721529,0.0,0.0,0.6418538861723947,4,0,1,7,12
10.14889156509222,3,1.9,0.8754687373538999,42.22558466143482,0.0,0.0,0.6418538861723947,4,0,1,7,12
7.937253933193772,4,1.6,0.5306282510621704,43.382023926967726,0.0,0.0,0.6418538861723947,4,0,1,7,12
9.16515138991168,5,1.5,0.7419373447293773,42.731721238442994,0.0,0.0,0.6418538861723947,4,0,1,7,12
11.74734012447073,6,1.0,0.4054651081081644,43.04648650006177,0.0,0.0,0.6418538861723947,4,0,1,7,12
19.183326093250876,7,0.3,0.4054651081081644,42.7551166528639,0.0,0.0,0.6418538861723947,4,0,1,7,12
27.477263328068172,8,-0.2,0.5877866649021191,42.7551166528639,0.009950330853168092,0.0,0.5877866649021191,4,0,1,7,12
20.396078054371138,9,0.1,0.5877866649021191,41.66533331199932,0.1310282624064042,0.0,0.5877866649021191,4,0,1,7,12
17.944358444926362,10,1.1,0.5306282510621704,41.10960958218893,0.34358970439007686,0.0,0.5306282510621704,4,0,1,7,12
18.275666882497067,11,2.3,0.9932517730102834,37.05401462729781,0.4885800148186709,0.0,0.47000362924573563,4,0,1,7,12
20.784609690826528,12,3.7,1.2237754316221157,34.17601498127012,0.6830968447064438,0.0,0.26236426446749106,4,0,1,7,12
19.87460691435179,13,4.1,1.410986973710262,15.297058540778355,0.7608058290337599,0.0,0.0,4,0,1,7,12
19.77371993328519,14,4.4,1.308332819650179,5.0990195135927845,0.712949807856125,0.0,0.0,4,0,1,7,12
20.760539492026695,15,4.0,1.410986973710262,6.244997998398398,0.6097655716208942,0.0,0.0,4,0,1,7,12
21.72556098240043,16,3.2,1.3609765531356006,13.564659966250536,0.412109650826833,0.0,0.0,4,0,1,7,12
23.515952032609693,17,2.1,1.0986122886681098,23.811761799581316,0.13976194237515863,0.0,0.0,4,0,1,7,12
28.21347195933177,18,0.7,1.308332819650179,21.047565179849187,0.0,0.0,0.0,4,0,1,7,12
22.538855339169288,19,-0.4,1.252762968495368,27.055498516937366,0.0,0.0,0.0,4,0,1,7,12
19.77371993328519,20,-1.4,1.252762968495368,19.519221295943137,0.0,0.0,0.0,4,0,1,7,12
20.074859899884732,21,-2.2,1.1631508098056809,5.0990195135927845,0.0,0.0,0.0,4,0,1,7,12
19.748417658131498,22,-2.7,1.2809338454620642,12.529964086141668,0.0,0.0,0.0,4,0,1,7,12
16.1245154965971,23,-3.2,1.1314021114911006,10.677078252031311,0.0,0.0,0.0,4,0,1,7,12
15.297058540778355,0,-3.5,1.2809338454620642,10.392304845413264,0.0,0.0,0.0,4,0,1,8,12
15.198684153570664,1,-3.7,1.252762968495368,9.9498743710662,0.0,0.0,0.0,4,0,1,8,12
11.489125293076057,2,-4.3,0.6931471805599453,9.1104335791443,0.0,0.0,0.0,4,0,1,8,12
10.0,3,-4.8,0.9555114450274363,4.795831523312719,0.0,0.0,0.0,4,0,1,8,12
8.48528137423857,4,-5.3,1.2237754316221157,8.06225774829855,0.0,0.0,0.0,4,0,1,8,12
9.219544457292887,5,-5.8,1.0986122886681098,7.745966692414834,0.0,0.0,0.0,4,0,1,8,12
12.609520212918492,6,-6.0,1.5040773967762742,12.165525060596439,0.0,0.0,0.0,4,0,1,8,12
19.697715603592208,7,-6.5,0.5877866649021191,15.0,0.0,0.0,0.0,4,0,1,8,12
27.94637722496424,8,-7.0,0.5877866649021191,21.02379604162864,0.009950330853168092,0.0,0.0,4,0,1,8,12
19.8997487421324,9,-6.7,0.6418538861723947,22.561028345356956,0.20701416938432612,0.0,0.0,4,0,1,8,12
16.186414056238647,10,-5.3,1.33500106673234,22.02271554554524,0.4885800148186709,0.0,0.0,4,0,1,8,12
17.635192088548397,11,-3.7,0.8754687373538999,20.149441679609886,0.6575200029167942,0.0,0.0,4,0,1,8,12
18.867962264113206,12,-2.0,0.8754687373538999,16.522711641858304,0.7608058290337599,0.0,0.0,4,0,1,8,12
18.841443681416774,13,-1.7,1.0296194171811581,6.164414002968976,0.797507195884188,0.0,0.0,4,0,1,8,12
18.734993995195193,14,-1.3,1.410986973710262,9.746794344808963,0.7514160886839212,0.0,0.0,4,0,1,8,12
19.05255888325765,15,-0.8,1.4586150226995167,4.898979485566356,0.6259384308664954,0.0,0.0,4,0,1,8,12
20.049937655763422,16,-1.1,1.4816045409242156,1.0,0.44468582126144574,0.0,0.0,4,0,1,8,12
22.38302928559939,17,-2.4,1.308332819650179,1.0,0.16551443847757333,0.0,0.0,4,0,1,8,12
27.440845468024488,18,-3.1,0.7884573603642703,1.0,0.0,0.0,0.0,4,0,1,8,12
21.863211109075447,19,-3.3,0.7419373447293773,1.0,0.0,0.0,0.0,4,0,1,8,12
19.621416870348583,20,-3.3,0.9162907318741551,1.0,0.0,0.0,0.0,4,0,1,8,12
18.35755975068582,21,-3.3,0.4054651081081644,1.0,0.0,0.0,0.0,4,0,1,8,12
18.65475810617763,22,-3.4,0.7884573603642703,1.0,0.0,0.0,0.0,4,0,1,8,12
16.61324772583615,23,-3.5,0.6418538861723947,1.0,0.0,0.0,0.0,4,0,1,8,12
16.3707055437449,0,-3.5,0.6418538861723947,5.830951894845301,0.0,0.0,0.0,4,0,1,9,12
17.233687939614086,1,-4.1,0.47000362924573563,1.0,0.0,0.0,0.0,4,0,1,9,12
15.427248620541512,2,-4.7,0.5306282510621704,4.242640687119285,0.0,0.0,0.0,4,0,1,9,12
13.038404810405298,3,-4.3,0.47000362924573563,3.0,0.0,0.0,0.0,4,0,1,9,12
9.848857801796104,4,-4.3,0.5306282510621704,1.0,0.0,0.0,0.0,4,0,1,9,12
7.54983443527075,5,-4.7,0.5877866649021191,1.4142135623730951,0.0,0.0,0.0,4,0,1,9,12
8.774964387392123,6,-5.1,0.6418538861723947,5.0990195135927845,0.0,0.0,0.0,4,0,1,9,12
11.313708498984761,7,-5.5,0.5877866649021191,7.14142842854285,0.0,0.0,0.0,4,0,1,9,12
14.933184523068078,8,-5.4,0.5306282510621704,7.810249675906654,0.009950330853168092,0.0,0.0,4,0,1,9,12
17.08800749063506,9,-4.7,0.6931471805599453,14.730919862656235,0.20701416938432612,0.0,0.0,4,0,1,9,12
16.55294535724685,10,-2.2,0.8329091229351039,18.841443681416774,0.47623417899637155,0.0,0.0,4,0,1,9,12
18.76166303929372,11,0.0,0.7419373447293773,22.38302928559939,0.6365768290715511,0.0,0.0,4,0,1,9,12
20.688160865577203,12,2.4,0.5877866649021191,13.856406460551018,0.7178397931503168,0.0,0.0,4,0,1,9,12
20.784609690826528,13,3.9,1.0986122886681098,17.291616465790582,0.7561219797213337,0.0,0.0,4,0,1,9,12
22.06807649071391,14,4.7,1.1631508098056809,7.280109889280518,0.7227059828014898,0.0,0.0,4,0,1,9,12
23.874672772626646,15,5.2,1.0986122886681098,6.164414002968976,0.6097655716208942,0.0,0.0,4,0,1,9,12
23.388031127053,16,4.4,0.9555114450274363,6.164414002968976,0.3364722366212129,0.0,0.0,4,0,1,9,12
21.95449840010015,17,3.5,1.0296194171811581,6.164414002968976,0.09531017980432493,0.0,0.0,4,0,1,9,12
19.621416870348583,18,2.5,0.6931471805599453,5.196152422706632,0.0,0.0,0.0,4,0,1,9,12
16.61324772583615,19,1.5,0.3364722366212129,11.090536506409418,0.0,0.0,0.0,4,0,1,9,12
17.291616465790582,20,0.8,0.8754687373538999,12.36931687685298,0.0,0.0,0.0,4,0,1,9,12
17.944358444926362,21,-0.1,0.5306282510621704,18.627936010197157,0.0,0.0,0.0,4,0,1,9,12
17.029386365926403,22,-0.5,0.47000362924573563,18.601075237738275,0.0,0.0,0.0,4,0,1,9,12
16.30950643030009,23,-0.1,0.8329091229351039,20.760539492026695,0.0,0.0,0.0,4,0,1,9,12
18.083141320025124,0,-0.2,0.6931471805599453,19.28730152198591,0.0,0.0,0.0,4,0,1,10,12
16.76305461424021,1,-0.2,0.4054651081081644,15.937377450509228,0.0,0.0,0.0,4,0,1,10,12
15.620499351813308,2,0.2,0.5306282510621704,16.583123951777,0.0,0.0,0.0,4,0,1,10,12
13.038404810405298,3,0.3,0.4054651081081644,15.905973720586866,0.0,0.0,0.0,4,0,1,10,12
8.48528137423857,4,0.4,0.9555114450274363,13.601470508735444,0.0,0.0,0.0,4,0,1,10,12
3.7416573867739413,5,0.3,0.6931471805599453,42.69660408041839,0.0,0.0,0.5306282510621704,4,0,1,10,12
3.1622776601683795,6,-0.5,0.6418538861723947,43.70354676682432,0.0,1.252762968495368,1.308332819650179,4,0,1,10,12
4.58257569495584,7,-0.4,0.7419373447293773,43.3589667773576,0.0,0.0,1.6094379124341003,4,0,1,10,12
6.0,8,-0.2,0.7884573603642703,40.28647415696737,0.0,0.0,1.62924053973028,4,0,1,10,12
5.656854249492381,9,0.2,0.6931471805599453,41.182520563948,0.0,0.9555114450274363,1.667706820558076,4,0,1,10,12
4.47213595499958,10,0.5,0.3364722366212129,43.104524124504614,0.0,0.0,1.667706820558076,4,0,1,10,12
7.681145747868608,11,0.9,0.6418538861723947,43.174066289845804,0.02955880224154443,0.0,1.589235205116581,4,0,1,10,12
10.954451150103322,12,2.3,0.26236426446749106,41.90465367951393,0.2468600779315258,0.0,1.410986973710262,4,0,1,10,12
13.527749258468683,13,3.3,0.7419373447293773,42.08325082500163,0.43178241642553783,0.0,1.1314021114911006,4,0,1,10,12
15.362291495737216,14,4.2,0.5306282510621704,40.93897898091744,0.5007752879124892,0.0,0.8754687373538999,4,0,1,10,12
13.45362404707371,15,6.7,1.6863989535702286,35.86084215408221,0.30010459245033816,0.0,0.6931471805599453,4,0,1,10,12
14.66287829861518,16,5.4,1.5040773967762742,37.134889255254286,0.1823215567939546,0.0,0.4054651081081644,4,0,1,10,12
15.066519173319364,17,3.6,1.667706820558076,30.659419433511783,0.02955880224154443,0.0,0.3364722366212129,4,0,1,10,12
14.52583904633395,18,2.0,1.3862943611198906,1.0,0.0,0.0,0.0,4,0,1,10,12
13.490737563232042,19,1.6,1.6094379124341003,1.0,0.0,0.0,0.0,4,0,1,10,12
12.884098726725126,20,0.6,1.589235205116581,6.855654600401044,0.0,0.0,0.0,4,0,1,10,12
12.96148139681572,21,0.0,1.3862943611198906,11.789826122551595,0.0,0.0,0.0,4,0,1,10,12
12.36931687685298,22,-1.0,1.6863989535702286,1.0,0.0,0.0,0.0,4,0,1,10,12
12.206555615733702,23,-1.4,1.667706820558076,1.0,0.0,0.0,0.0,4,0,1,10,12
11.224972160321824,0,-2.5,1.4816045409242156,1.0,0.0,0.0,0.0,4,0,1,11,12
10.583005244258363,1,-3.4,1.5686159179138452,1.0,0.0,0.0,0.0,4,0,1,11,12
8.246211251235321,2,-4.2,1.4816045409242156,1.0,0.0,0.0,0.0,4,0,1,11,12
6.782329983125268,3,-4.7,1.2237754316221157,1.0,0.0,0.0,0.0,4,0,1,11,12
6.708203932499369,4,-5.2,1.4350845252893227,1.0,0.0,0.0,0.0,4,0,1,11,12
9.327379053088816,5,-5.6,1.4350845252893227,5.196152422706632,0.0,0.0,0.0,4,0,1,11,12
11.704699910719626,6,-5.9,1.3609765531356006,4.69041575982343,0.0,0.0,0.0,4,0,1,11,12
18.05547008526779,7,-6.0,1.410986973710262,2.23606797749979,0.0,0.0,0.0,4,0,1,11,12
25.573423705088842,8,-6.0,1.5260563034950492,2.6457513110645907,0.009950330853168092,0.0,0.0,4,0,1,11,12
18.083141320025124,9,-5.9,1.6863989535702286,7.745966692414834,0.09531017980432493,0.0,0.0,4,0,1,11,12
14.594519519326424,10,-5.3,1.6863989535702286,1.0,0.4824261492442928,0.0,0.0,4,0,1,11,12
15.066519173319364,11,-4.7,1.5686159179138452,1.0,0.6931471805599453,0.0,0.0,4,0,1,11,12
